[["UNK","		181.5605777618169
	congress	5.095030068613042
	has	4.977243996457728
	call	4.830570972429267
	today	4.161957798299142
	tell	3.940863164711557
	ocra	3.664740514892398
	people	3.098530174603807
	president	3.071417111043003
	person	2.9953818477236673
	our	2.9886102771098457
	them	2.987958204822823
	fox	2.981313229908727
	what	2.98111394826881
	can	2.9745675325269127
	even	2.9652763121052197
	again	2.960201852551233
	passed	2.322239869477809
	just	2.095929193315647
	pelosi	1.9998003396711312
	202	1.9981682098647195


hcr"]]		259.7902364638207
	more	6.891812822580525
	don't	5.980693455471037
	cbo	4.992120972202679
	want	4.99047803096831
	than	4.974428287834778
	over	4.117900289283926
	yrs	3.9938102171215544
	all	3.9654768032263354
	obamacare	3.9376941953958604
	congress	3.885830832015215
	must	3.8779349256973297
	day	2.9999226640925896
	pitch	2.995468807927681
	premiums	2.9948430629289895
	handsoff	2.990584209464333
	last	2.988114936302828
	passthedamnbill	2.975966861555296
	poll	2.9730585278062422
	mcconnell	2.965390628373175
	any	2.9117426062737635


dems"]]		19.958782894638155
	senate	1.9999597080430593
	topprog	0.9993530610006124
	ofa	0.9990633030497303
	poll	0.997072150791963
	passing	0.9960712907346645
	president	0.8218480858855701
	yet	0.0905806871056523
	rush	6.37182187482162E-4
	passes	6.347400248003853E-4
	limbaugh	4.759536817637665E-4
	find	1.8835213903844553E-4
	pelosi	1.7519408455745356E-4
	can	8.988457157045165E-5
	what	8.959157262460984E-5
	because	0.0


gop"]]		28.520120753809056
	from	1.9983347736633408
	obama's	1.9778923648302515
	gopcodered	1.5988301456253624
	out	0.9934554756033044
	obamacare	0.9314457636711991
	americans	0.8372277559930003
	takeover	0.8030839800153188
	more	0.6090342431328337
	kucinich	0.5816207657658006
	read	0.2214963732858361
	new	0.09542822613689989
	only	0.07400154927122721
	great	0.06055014320338756
	site	0.053008913933823155
	over	0.022358979959755273
	has	0.019659419720058514
	congress	0.01911696551288509
	was	0.01880585885284121
	his	0.018771156820164753
	what	0.018765795331959295


[["UNK","conservatives"]]		49.0
	they	3.0
	all	2.0
	because	1.0
	give	0.0


[["UNK","obama"]]		93.0
	what	3.0
	president	2.0
	yesterday	1.0
	because	0.0


other"]]		61.43137383875828
	who	1.9975095393439173
	@marnus3:	1.9935588602831564
	like	1.9909616747603653
	still	1.9789747681536807
	don't	1.965568879697612
	from	1.9179254809716664
	people	1.8845879741307479
	when	1.2423556005026741
	won't	0.9987525472105191
	know	0.9976992971660376
	maddow	0.9696532955785527
	acorn	0.8938633562999073
	against	0.852091000680809
	yes	0.8518422195174579
	looking	0.8457734934029251
	take	0.8406245083289356
	use	0.8357527634127961
	stop	0.7709293182045505
	play	0.7543226113853293
	social	0.7096505625577847


[["POS","		99.48909067743656
	limbaugh	4.999347295648983
	country	3.9992623913603205
	him	3.995938379948946
	passes	3.993031123668848
	rush	3.9814694720006285
	leave	2.9996488551437
	tell	2.977578781052421
	another	1.9889262936239276
	public	1.9888894980785357
	what	1.9812184196799913
	his	1.9809160479456098
	was	1.9789630545289254
	support	1.9787070242802904
	site	1.9459337751943653
	over	1.8105218936530654
	great	1.8026870503873207
	read	1.7748860654605663
	publicoption	1.429235676998897
	new	1.419677891987218
	gopcodered	1.2216741486721778


[["NEG","gop"]]		116.0
	people	4.0
	palin	3.0
	don't	2.0
	give	1.0
	because	0.0


[["UNK","hcr"]]		90.0
	don't	3.0
	can	2.0
	out	1.0
	because	0.0


[["UNK","other"]]		108.0
	water	3.0
	out	2.0
	all	1.0
	because	0.0


[["NEG","hcr"]]		384.0
	they	9.0
	over	8.0
	like	7.0
	want	6.0
	more	5.0
	don't	4.0
	out	3.0
	all	2.0
	find	1.0
	because	0.0


[["NEG","dems"]]		159.0
	stop	5.0
	about	4.0
	pelosi	3.0
	don't	2.0
	give	1.0
	because	0.0


[["NEU","hcr"]]		144.0
	what	3.0
	says	2.0
	president's	1.0
	because	0.0


[["POS","hcr"]]		451.0
	publicoption	16.0
	tell	12.0
	support	10.0
	him	9.0
	need	8.0
	call	7.0
	yes	6.0
	can	5.0
	get	4.0
	they	3.0
	what	2.0
	because	1.0
	give	0.0


[["NEG","conservatives"]]		30.0
	tweetcongress	1.0
	because	0.0


[["NEG","		35.24981760972037
	publicoption	1.9999786587852681
	life	1.9969906516415223
	it's	1.9793440655079022
	obamacare	1.0605310654315554
	give	1.0
	isn't	0.9980799791414752
	talking	0.8234210589904646
	how	0.7817970839904812
	get	0.5798659105872863
	ins	0.3980308567686598
	repeal	0.10606730632098522
	from	0.07999785013929007
	each	0.06809330427173758
	been	0.05437527226048439
	over	0.0491896340175864
	know	0.04554927570439683
	effect	0.04545064889515693
	your	0.03643513146485395
	don't	0.019351985207847165
	still	0.019107075244108485


[["NEG","obama"]]		92.0
	your	3.0
	barack	2.0
	because	1.0
	give	0.0


[["NEU","other"]]		35.0
	1st	2.0
	premiums	1.0
	because	0.0


[["POS","obama"]]		58.0
	president	3.0
	politics	2.0
	all	1.0
	because	0.0


[["NEG","other"]]		66.0
	rally	3.0
	why	2.0
	because	1.0
	give	0.0


[["POS","dems"]]		25.0
	ofa	2.0
	via	1.0
	because	0.0


[["UNK"]]		2048.0
	obamacare	27.0
	senate	24.0
	has	20.0
	pelosi	19.0
	they	17.0
	votes	16.0
	about	15.0
	how	14.0
	can	13.0
	all	12.0
	people	11.0
	via	10.0
	out	9.0
	what	8.0
	president	7.0
	but	6.0
	after	5.0
	find	4.0
	tweetcongress	3.0
	give	2.0


